id,template_type,tool,user_query,requires_clarification,ground_truth,Review_Status (OK/Fix/Drop),Reviewer_Notes
seed_0202_transliteration_4,transliteration,send_email,Rahul k meeting niye 1ta email pathao.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Meeting"", ""body"": ""Regarding the Meeting""}}",,
seed_0281_transliteration_4,transliteration,create_calendar_event,Tuesday 18:00 te amr jonno Doctor schedule koro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0220_persona_code_switch_5,persona_code_switch,send_email,"Bhai, report to ready, boss-ke ektu email kore daw na.",No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Report"", ""body"": ""Report is ready.""}}",,
seed_0083_persona_code_switch_4,persona_code_switch,book_ride,"Ektu Dhanmondi theke Gulshan er ride book kore daw na, bhai.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Gulshan""}}",,
seed_0006_persona_code_switch_1,persona_code_switch,get_weather,"Arre bhai, Dhaka-te tomorrow weather update ta ektu janao to.",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka"", ""date"": ""tomorrow""}}",,
seed_0224_persona_code_switch_5,persona_code_switch,send_email,"Boss ke email ta daw, amar leave approved hoyeche.",No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Leave"", ""body"": ""Regarding my leave application""}}",,
seed_0322_persona_code_switch_0,persona_code_switch,create_calendar_event,"Bhai, ektu ekta meeting set kore daw na.",Yes,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""meeting""}}",,
seed_0123_pure_bangla_3,pure_bangla,order_food,অনুগ্রহ করে Star Kabab থেকে ৩টি কাচ্চি বিরিয়ানি অর্ডার করুন।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 3}}",,
seed_0157_pure_bangla_1,pure_bangla,order_food,দয়া করে Domino's থেকে ৩টি পিজ্জা অর্ডার করে দিন।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Pizza"", ""quantity"": 3}}",,
seed_0343_pure_bangla_5,pure_bangla,search_flights,কলকাতা থেকে Londonগামী আগামীকালকের ফ্লাইটের তথ্য প্রয়োজন।,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""London"", ""date"": ""tomorrow""}}",,
seed_0330_pure_bangla_0,pure_bangla,search_flights,আগামী সপ্তাহের জন্য ঢাকা থেকে Mumbai যাওয়ার ফ্লাইটের তথ্য দেখান।,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Dhaka"", ""destination"": ""Mumbai"", ""date"": ""next week""}}",,
seed_0362_transliteration_5,transliteration,currency_convert,100 USD to BDT conversion er rate ta kmn?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0095_transliteration_2,transliteration,book_ride,"Airport jabo, plz ekta taxi arrange koro.",Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0099_pure_bangla_0,pure_bangla,book_ride,আমাকে এয়ারপোর্টে যাওয়ার জন্য একটি ট্যাক্সি ডেকে দিন।,Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0384_transliteration_5,transliteration,currency_convert,500 taka mane koto dollar?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0163_pure_bangla_0,pure_bangla,order_food,KFC থেকে ২টা পিৎজা অর্ডার করো।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 2}}",,
seed_0237_persona_code_switch_1,persona_code_switch,create_calendar_event,"Arre, Monday 10:00 tay ekta meeting schedule kore daw na.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Monday"", ""time"": ""10:00""}}",,
seed_0149_persona_code_switch_4,persona_code_switch,order_food,Ektu Star Kabab theke 3 ta pizza order kore daw to.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 3}}",,
seed_0293_persona_code_switch_5,persona_code_switch,create_calendar_event,"Monday 1:00 PM-e lunch schedule kora dorkar, ektu kore daw.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Monday"", ""time"": ""13:00""}}",,
seed_0226_pure_bangla_4,pure_bangla,send_email,"টিম-কে মিটিং নিয়ে ইমেইল করা দরকার, এটা করে দাও।",No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Team"", ""subject"": ""Meeting"", ""body"": ""Regarding the Meeting""}}",,
seed_0212_transliteration_3,transliteration,send_email,Rahul k email ta kore dao je leave approved hoyeche,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Leave"", ""body"": ""Regarding my leave application""}}",,
seed_0364_pure_bangla_1,pure_bangla,currency_convert,"১০০ ইউএসডি (USD) সমান কত বিডিটি (BDT) হবে, একটু জানাবেন কি?",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0093_transliteration_1,transliteration,book_ride,"Gulshan theke Dhanmondi jabo, ekta cab book koro.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Gulshan"", ""destination"": ""Dhanmondi""}}",,
seed_0131_pure_bangla_5,pure_bangla,order_food,অনুগ্রহপূর্বক Domino's থেকে ৩টি কাচ্চি বিরিয়ানি অর্ডার করুন।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Kacchi Biryani"", ""quantity"": 3}}",,
seed_0078_transliteration_3,transliteration,book_ride,"Bhai, Airport theke Gulshan jabo, ride hobe?",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Gulshan""}}",,
seed_0094_persona_code_switch_2,persona_code_switch,book_ride,"Bhai, Gulshan theke Dhanmondi jabar jonno ekta ride lagbe, dekho to pao kina.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Gulshan"", ""destination"": ""Dhanmondi""}}",,
seed_0074_transliteration_2,transliteration,book_ride,"Bhai, Airport theke Dhanmondi jabo, ride dorkar.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Dhanmondi""}}",,
seed_0362_persona_code_switch_1,persona_code_switch,currency_convert,"Arre, 100 USD BDT te koto hobe janio to?",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0149_persona_code_switch_1,persona_code_switch,order_food,"Arre, Star Kabab theke 3 ta pizza order koro to ektu.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 3}}",,
seed_0026_transliteration_4,transliteration,get_weather,Mumbai te kaler weather er obostha ki?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""tomorrow""}}",,
seed_0333_pure_bangla_4,pure_bangla,search_flights,আগামী সপ্তাহে ঢাকা থেকে Delhi-এর ফ্লাইটের সময়সূচী কি পাওয়া যাবে?,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Dhaka"", ""destination"": ""Delhi"", ""date"": ""next week""}}",,
seed_0119_persona_code_switch_3,persona_code_switch,order_food,"Bhai, Star Kabab theke 2 ta kacchi biryani order kore dao to, khide peyeche.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 2}}",,
seed_0148_persona_code_switch_1,persona_code_switch,order_food,"Arre, Star Kabab theke 3ta pizza ektu order diye daw.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 3}}",,
seed_0146_transliteration_4,transliteration,order_food,Star Kabab theke 2ta pizza order kore dao.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 2}}",,
seed_0384_persona_code_switch_3,persona_code_switch,currency_convert,500 taka equals how many dollars? Ektu janay daw to.,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0086_transliteration_3,transliteration,book_ride,"Bhai, Dhanmondi theke Gulshan jabo, ride hobe ki?",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Gulshan""}}",,
seed_0303_transliteration_4,transliteration,create_calendar_event,Tuesday 14:00 te lunch schedule krte hobe.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0227_transliteration_3,transliteration,send_email,Team ke Meeting er bapare akta email kore dao plz.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Team"", ""subject"": ""Meeting"", ""body"": ""Regarding the Meeting""}}",,
seed_0380_pure_bangla_4,pure_bangla,currency_convert,১০০ বিডিটি কে ইউএস ডলারে পরিবর্তন করো।,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0387_pure_bangla_0,pure_bangla,currency_convert,১০০০ টাকা মানে কত ডলার?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 1000, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0206_pure_bangla_0,pure_bangla,send_email,রাহুল-কে রিপোর্ট-এর বিষয়ে একটি ইমেইল লিখে দাও।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0054_pure_bangla_4,pure_bangla,get_weather,রাজশাহী এর আবহাওয়া কেমন চলছে?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Rajshahi""}}",,
seed_0288_transliteration_1,transliteration,create_calendar_event,Friday 18:00 er jonno Doctor schedule kore daw.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""18:00""}}",,
seed_0021_pure_bangla_2,pure_bangla,get_weather,দয়া করে বলুন তো আজ মুম্বাইয়ের আবহাওয়া কেমন আছে?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""today""}}",,
seed_0295_transliteration_2,transliteration,create_calendar_event,Monday 14:00 er dike Lunch ta fix kro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Monday"", ""time"": ""14:00""}}",,
seed_0051_persona_code_switch_2,persona_code_switch,get_weather,Ektu janabi weather kemon ekhon?,Yes,"{""tool_name"": ""get_weather"", ""parameters"": {}}",,
seed_0042_persona_code_switch_5,persona_code_switch,get_weather,"London er weather ta kemon ajke, jodi janate?",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""today""}}",,
seed_0309_persona_code_switch_4,persona_code_switch,create_calendar_event,"Lunch-ta Friday 10:00-te schedule kore dao to, please.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Friday"", ""time"": ""10:00""}}",,
seed_0155_persona_code_switch_0,persona_code_switch,order_food,Domino's theke 2ta pizza order kore dao to bhai.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Pizza"", ""quantity"": 2}}",,
seed_0015_transliteration_3,transliteration,get_weather,Kolkata shohorer tapmatra kmn?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata""}}",,
seed_0367_pure_bangla_2,pure_bangla,currency_convert,৫০০ ইউএসডি (USD) কে বিডিটি (BDT) তে কনভার্ট করুন।,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0021_pure_bangla_4,pure_bangla,get_weather,আজ মুম্বাইয়ের আবহাওয়া সম্পর্কে আমাকে তথ্য দিন।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""today""}}",,
seed_0313_transliteration_5,transliteration,create_calendar_event,Friday 14:00 er dike lunch fix kro please.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0025_pure_bangla_0,pure_bangla,get_weather,মুম্বাই শহরের বর্তমান তাপমাত্রা কত?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai""}}",,
seed_0140_pure_bangla_0,pure_bangla,order_food,KFC থেকে ৩টি কাচ্চি বিরিয়ানি অর্ডার করে দাও তো।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Kacchi Biryani"", ""quantity"": 3}}",,
seed_0100_pure_bangla_1,pure_bangla,book_ride,Dhaka থেকে Chittagong যাওয়ার রাইড পেতে চাই।,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhaka"", ""destination"": ""Chittagong""}}",,
seed_0254_pure_bangla_2,pure_bangla,create_calendar_event,মঙ্গলবার ১৮:০০টায় মিটিংয়ের জন্য সময় ঠিক করে রাখুন।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0047_transliteration_5,transliteration,get_weather,agamikal London er abohawa kemon thakbe jante chai.,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""tomorrow""}}",,
seed_0149_transliteration_4,transliteration,order_food,Star Kabab theke 3 ta pizza plz order koro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 3}}",,
seed_0124_pure_bangla_2,pure_bangla,order_food,Domino's থেকে ১টা Kacchi Biryani অর্ডার করতে চাই।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0341_pure_bangla_3,pure_bangla,search_flights,কলকাতা থেকে দিল্লি যাওয়ার জন্য ফ্লাইট আছে কি?,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""Delhi""}}",,
seed_0072_persona_code_switch_5,persona_code_switch,book_ride,"Ektu airport theke Dhanmondi er ekta ride book koro toh, urgent lagbe.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Dhanmondi""}}",,
seed_0375_pure_bangla_2,pure_bangla,currency_convert,৫০০ ডলার সমান কত রুপি হয় হিসাব করে দাও তো।,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""USD"", ""to_currency"": ""INR""}}",,
seed_0254_transliteration_2,transliteration,create_calendar_event,Tuesday 18:00 e ekta meeting schedule kro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0246_pure_bangla_5,pure_bangla,create_calendar_event,মঙ্গলবার সকাল ১০টায় মিটিং শিডিউল করার অনুরোধ রইল।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Tuesday"", ""time"": ""10:00""}}",,
seed_0356_pure_bangla_4,pure_bangla,search_flights,দয়া করে আমাকে লন্ডন যাওয়ার ফ্লাইটের তালিকা দিন।,Yes,"{""tool_name"": ""search_flights"", ""parameters"": {""destination"": ""London""}}",,
seed_0365_pure_bangla_1,pure_bangla,currency_convert,"৫০০ ইউএসডি (USD) সমান কত বিডিটি (BDT) হয়, জানাবেন কি?",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0352_persona_code_switch_0,persona_code_switch,search_flights,"Bhai, London-er flight gulo ektu dekhe daw toh.",Yes,"{""tool_name"": ""search_flights"", ""parameters"": {""destination"": ""London""}}",,
seed_0083_pure_bangla_1,pure_bangla,book_ride,ধানমন্ডি থেকে গুলশান পর্যন্ত আমাকে একটি রাইড ঠিক করে দাও।,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Gulshan""}}",,
seed_0281_persona_code_switch_2,persona_code_switch,create_calendar_event,Tuesday 18:00 te doctor er appointment ta ektu book kore daw please.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0090_pure_bangla_1,pure_bangla,book_ride,"গুলশান থেকে এয়ারপোর্ট যাবো, একটি রাইড বুক করে দিতে পারবেন কি?",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Gulshan"", ""destination"": ""Airport""}}",,
seed_0164_transliteration_2,transliteration,order_food,KFC theke 2 ta pizza order kro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 2}}",,
seed_0239_transliteration_1,transliteration,create_calendar_event,Monday 10:00 tay meeting schedule kore dao.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Monday"", ""time"": ""10:00""}}",,
seed_0039_persona_code_switch_0,persona_code_switch,get_weather,"Bhai, tomorrow Delhi-r weather report ta ektu daw to.",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0038_pure_bangla_4,pure_bangla,get_weather,আমাকে জানাও তো আগামীকাল Delhi-এর আবহাওয়া কেমন?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0015_pure_bangla_0,pure_bangla,get_weather,কলকাতা শহরের বর্তমান তাপমাত্রা কত?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata""}}",,
seed_0308_transliteration_1,transliteration,create_calendar_event,Tuesday 18:00 te lunch schedule kore dao.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0077_persona_code_switch_5,persona_code_switch,book_ride,"Airport theke Gulshan jete hobe, cab book koro bhai.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Gulshan""}}",,
seed_0325_transliteration_2,transliteration,create_calendar_event,ekta meeting set kro plz,Yes,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""meeting""}}",,
seed_0140_transliteration_5,transliteration,order_food,KFC theke 3 ta kacchi biriyani order kro to.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Kacchi Biryani"", ""quantity"": 3}}",,
seed_0276_pure_bangla_2,pure_bangla,create_calendar_event,মঙ্গলবার দুপুর ২টায় ডাক্তারের সাথে দেখা করার ব্যবস্থা করো।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0306_persona_code_switch_2,persona_code_switch,create_calendar_event,"Tuesday 18:00 te lunch schedule kora lagbe, ektu dekhe daw.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0005_persona_code_switch_4,persona_code_switch,get_weather,Dhaka te temperature koto cholche ekhon?,Yes,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka""}}",,
seed_0259_pure_bangla_1,pure_bangla,create_calendar_event,শুক্রবার দুপুর ২টার দিকে একটা মিটিং ফিক্স করে দাও।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0387_pure_bangla_4,pure_bangla,currency_convert,১০০০ টাকা ভাঙালে কত ডলার পাওয়া যায়?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 1000, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0158_pure_bangla_2,pure_bangla,order_food,দয়া করে Domino's থেকে ৩টি পিজা অর্ডার করুন।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Pizza"", ""quantity"": 3}}",,
seed_0125_persona_code_switch_2,persona_code_switch,order_food,"Domino's theke 1ta Kacchi Biryani order koro, please.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0383_transliteration_1,transliteration,currency_convert,500 BDT ke USD te convert kore daw.,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0320_pure_bangla_5,pure_bangla,create_calendar_event,অনুগ্রহপূর্বক একটি মিটিংয়ের সময়সূচী ঠিক করে দিন।,Yes,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""meeting""}}",,
seed_0327_pure_bangla_5,pure_bangla,create_calendar_event,একটি মিটিংয়ের ব্যবস্থা করুন।,Yes,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""meeting""}}",,
seed_0278_transliteration_2,transliteration,create_calendar_event,Tuesday 14:00 e doctor schedule kro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0346_pure_bangla_5,pure_bangla,search_flights,কাল Mumbai থেকে Delhi যাওয়ার ফ্লাইট সম্পর্কে বলো।,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Mumbai"", ""destination"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0105_pure_bangla_4,pure_bangla,book_ride,"এয়ারপোর্টে যাব, একটা ট্যাক্সি লাগবে।",Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0278_persona_code_switch_4,persona_code_switch,create_calendar_event,"Tuesday 14:00-te doctor schedule kore dao toh bhai, please.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0028_transliteration_4,transliteration,get_weather,kal Mumbai er weather kemon thakbe?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""tomorrow""}}",,
seed_0118_pure_bangla_1,pure_bangla,order_food,দয়া করে Star Kabab থেকে ২ প্লেট Kacchi Biryani অর্ডার করে দিন।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 2}}",,
seed_0334_transliteration_5,transliteration,search_flights,kal Dhaka theke London flight schedule bolo,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Dhaka"", ""destination"": ""London"", ""date"": ""tomorrow""}}",,
seed_0246_pure_bangla_0,pure_bangla,create_calendar_event,মঙ্গলবার সকাল ১০টায় একটি মিটিংয়ের সময় নির্ধারণ করুন।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Tuesday"", ""time"": ""10:00""}}",,
seed_0143_pure_bangla_1,pure_bangla,order_food,Star Kabab থেকে একটি পিজা অর্ডার করতে চাই।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 1}}",,
seed_0097_persona_code_switch_4,persona_code_switch,book_ride,Airport-e jaoar ekta taxi book kore daw please.,Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0009_persona_code_switch_2,persona_code_switch,get_weather,Dhaka-r tomorrow-er weather report ta jodi ektu dite parba?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka"", ""date"": ""tomorrow""}}",,
seed_0286_pure_bangla_0,pure_bangla,create_calendar_event,শুক্রবার দুপুর ২টার দিকে ডাক্তারের অ্যাপয়েন্টমেন্ট ঠিক করে দিন।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0002_persona_code_switch_3,persona_code_switch,get_weather,Dhaka-r weather ki obostha aaj?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka"", ""date"": ""today""}}",,
seed_0074_persona_code_switch_3,persona_code_switch,book_ride,"Bhai, Airport theke Dhanmondi jabo, ride ektu book kore daw.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Dhanmondi""}}",,
seed_0188_pure_bangla_3,pure_bangla,order_food,KFC থেকে একটা বারগার অর্ডার করো।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Burger"", ""quantity"": 1}}",,
seed_0209_pure_bangla_2,pure_bangla,send_email,Rahul-এর কাছে ছুটির বিষয় নিয়ে একটা ইমেইল পাঠান।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Leave"", ""body"": ""Regarding the Leave""}}",,
seed_0065_transliteration_3,transliteration,get_weather,weather ta kemon bolo to,Yes,"{""tool_name"": ""get_weather"", ""parameters"": {}}",,
seed_0180_persona_code_switch_5,persona_code_switch,order_food,"Domino's theke 1 ta burger order daw, ektu jaldi koro.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 1}}",,
seed_0195_pure_bangla_2,pure_bangla,order_food,অনুগ্রহ করে KFC থেকে ৩টি বার্গার অর্ডার করুন।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0272_persona_code_switch_0,persona_code_switch,create_calendar_event,"Bhai, Monday 18:00 te doctor appointment ta schedule kore daw to.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Monday"", ""time"": ""18:00""}}",,
seed_0370_persona_code_switch_4,persona_code_switch,currency_convert,"Ektu 1000 USD to BDT convert kore daw na bhai, please.",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 1000, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0203_persona_code_switch_4,persona_code_switch,send_email,Ektu Rahul-ke meeting-er bishoye email kore dao na.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Meeting"", ""body"": ""Regarding the Meeting""}}",,
seed_0079_transliteration_3,transliteration,book_ride,Dhanmondi theke Airport er ride book koro.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Airport""}}",,
